name,birthplace,comment
Paul H.,"Oakland, CA","There was a lot of hype around this restaurant.  ,I had been to a few other ramen spots and was curious to see whether it would exceed expectation. We were required to put our name on a waitlist using the iPad/Yelp software tool provided. I received a phone text message indicating that our table was ready.  I would suggest not going too FSR from the restaurant as they require that you return for seating within 5 minutes of being alerted.  Once seated, we were able to quickly order and the food was provided in less than 10 minutes !  The waitress suggested ordering the Hakata Tonkotau as it was the most popular item with brith choices of mild, medium and spicy. Breaking down the ramen comparisons - the noodles were rather thin when compared to other places I had been, the broth was flavorful but not a thick/hearty and veggies were good.  I also notified that fresh ginger had been added which was a twist and provided some additional flavor. Overall the ramen was good but not the best that I've tasted.  I also noticed that I was drinking a lot of water which leads me to believe that there is more sodium than other ramen I've had.  That being said I would go again and try."
Elena A.,"Mountain View, CA","Super delighted after trying this place for the first time! You do have to wait a little bit but honestly our wait was pretty minimal (maybe about 20 minutes), but I do think we were probably just lucky. The food was incredible and super satisfying. Nothing like a hot bowl of ramen when it's cold outside! The service was also very nice and they were super attentive to us. Each ingredient in the bowl had attention to detail and I was very happy overall!"
Benny H.,"San Jose, CA","Damn good ramen. The wait can be long. Real long, but it's worth it. ,Probably the most popular spot in SF Japantown, and again for good reason. The ramen is simply amazing and their spicy broth will knock you out. ,Overall, fantastic experience."
Emma L.,"Sacramento, CA","The BEST ramen in SF undoubtedly! Marufuku has been my family's go-to ramen spot for the past few years and rightfully so. ,Wait can be quite long during popular hours but are manageable otherwise. There have been times i've gone at 12pm and waited well over an hour and other times i've come at 3pm and waited 10 minutes.,Regardless - it's worth any wait. The quality of food is very good, especially for the price. More affordable than a lot of other spots in the area. The broth alone has me driving all the way from walnut creek.,Since eating here, it has become increasingly more difficult to enjoy other ramen spots because they don't compare to Marufuku.,Highly recommend!"
Nicole W.,"San Francisco, CA","First stop after loving to the bay is this classic! As always, Marafuku was delicious with a great broth and even better pork belly - two things essential for a good ramen. ,If you're going to eat here, I would highly recommend the Yelp Waitlist. If you sign up in person, they'll put you on the waitlist anyways. The wait can get pretty long especially on the weekend so sign up ahead! If the online one is full, the in person waitlist was still taking reservations when I was there. Expect probably at least an hour, although the waitlist usually moves faster than what it estimates. We arrived later than the waitlist said, and they still held our table!,The service here is very quick - we got our food and ate it quickly because we were starving haha. Like I said - everything was delicious, and you can't really seem to go wrong."
Leah C.,"San Francisco, CA","Someone back at home in Hawaii highly recommended this place. Luckily when we swung by there wasn't a wait so we got seated pretty quickly. Seating is a bit tight. I wouldn't recommend any larger parties. Menu options were pretty straightforward. Husband got the spicy tan tan and I got the Hakata Tonkotsu. Overall tasty, standard portions. Sorry no picture for mine because I couldn't wait to dig in hahaha. FYI tan tan noodles are thicker while hakata noodles were thinner. Delicious though! Hit the spot if you are craving Japanese ramen. For Hawaii folks, it's similar to Agu Ramen with price point and flavor. I was curious about trying the $5 bowls they have on the menu but no one around us ordered that so maybe next time!"
Jelena L.,"Denver, CO","Oh yeah, this hit the spot! We came in early right at 5pm, and the restaurant was always packed. Luckily they had one table left, so we got seated immediately. Service was excellent. Super friendly people, and food came out quick. Perfect Ramen! Absolute perfection! Yummy! The buns and gyoza was delicious as well. Will definitely come back when visiting San Francisco."
Sherry S.,"San Francisco, CA","I can't believe I've lived in SF for 1 1/2 years and this was my first time having Marufuku Ramen. I've been missing out on these PERFECTLY textured noods.  Their takeout during the pandemic is ready super quickly, is packaged great and travels well.,The Hakata Tonkotsu DX is the way to go. It's their regular Hakata Tonkatsu ramen but upgraded with additional toppings:  braised thick pork belly, corn, and nori seaweed."
Maurice C.,"CA, CA","We did enjoy the food. The Ramen that I ordered had great noodle texture, a little firmer which I liked, and the toppings were great and were cooked pretty well. The eggs were cooked to perfection with soft, creamy insides. The bowl was too big for me to finish completely though I tried my best! We will definitely be back."
Sarah T.,"San Francisco, CA","Goodness... the line here is always outrageous but rightly so. The Hakata style ramen here has the right amount of depth, flavor, and fattiness that you look for in a great tonkatsu broth. I especially love that they give you option to add more noodles to your dish! It's something I loved about eating ramen in Japan. ,My only qualm is that they only serve their ramen with traditional thin noodles. I would love a thicker chewier noodle, but this is a very small detail. Their noodles are still very delicious and do a great job of picking up the flavor of the soup. This gets you that flavor in every bite. ,In Japan many ramen restaurants don't allow you to change the integrity of the bowl. No swaps ‍ Perhaps it's for the best. Enjoy it the way it was traditionally meant to be enjoyed and forget the 'starbucks' culture of customizing the heck out of everything."
Harper A.,"San Bruno, CA",I looovveee their spicy tonkatsu ramen!! My go to bowl of ramen. Usually love to add on bamboo shoots and an egg. This bowl of ramen is definitely filling and super flavorful. My boyfriend usually gets the chicken ramen and he loves it too. Recommend if you're looking for a solid bowl of ramen in the city.
Justin T.,"CA, CA","I usually don't have much expectation for restaurants inside of malls or shopping centers , BUT THiS ONE held it down !! I ordered the Hakata Tonkotsu medium , which wasn't too spicy I could have gone with hot even tho I'm not a super spice guy . It was great ! Food came out fast ! & I liked that the server dealt with my transaction immediately, rather than leave check and come back in 10mins to grab my card haha  DEFINITELY RECOMMEND!!"
Maddie And Abel M.,"San Jose, CA","Marufuku never fails to amaze us. We ordered the Hakata Tonkotsu DX with a side of their seasonal chicken bites and edamame. Their chicken bites are hands down their best appetizer and we recommend that everyone order them at least once. The chicken and bao bun are a perfect combo of crunchy and soft textures! The Hakata was just as yummy and you can remove any topping you'd like. ,The staff was friendly as usual and we're very quick when giving us our order. They're on top of cleaning tables in between uses and are thorough! If you're in Japantown and are looking for a ramen place to eat at, definitely stop by Marufuku!"
Juvy H.,"Chicago, IL","Definitely one of the best ramen I've had outside of Japan. The tonkatsu broth was flavored just right. My friend had their veggie broth and though good, it would probably have been better minus the arugula."
Cherie C.,"Antioch, CA","One of my top 3 favorite ramens, the ONLY thing I'm sad about is that this particular ramen I ordered is seasonal :( I am a huge fan of my ramen have spicy ground pork in it and this is the second ramen I have found that had it. The bean sprouts brought a great consistency to it. I absolutely love this ramen and can't wait to eat again!"
Emily F.,"San Francisco, CA","Omg. Amazing experience. I'm obsessed.,I regret eating a muffin before attending Marufuku Ramen because I wish I had room for more. Definitely attending again :) ,Seriously top-tier ramen. I would not expect anything less, though, based on the glowing reviews and eating at another German Fabregas restaurant in Vegas. ,I believe I ordered the traditional Tonkotsu Ramen and my expectations were exceeded. ,Even Marufuku branding details, down to the physical bowl of ramen, had special attention to detail! As you finish your ramen, check the inside of the bowl for an awesome branded experience. ,Thank you for the excellent experience!"
Song H.,"Pleasanton, CA","Saturday morning around 11:30am, used their iPad to add myself to the waitlist. You can do this on Yelp (add to waitlist), too. Estimated wait time was 45-60 mins, but after just 15 mins got a text that our table was ready. Yeah! They give you 5 mins to check in so don't go too far. We were browsing some manga at the the bookstore next door so we were close. Have your vaccine and ID cards ready. The place is small so it gets filled up quickly; however they also turn the tables over quickly. I don't think lingering is encouraged. We barely sat down when we were asked what we wanted to order. We got tokayaki and squid appetizers, which were fine, but i guess it's the ramen you go there for. I got the Vegetarian Ramen and it was good! The broth was flavorful and it comes with an egg (if you want it), cherry tomatoes, masuma green, spinach noodles and tofu! Very filling. Wait staff was polite and friendly. Others in my party got the Hakata and seemed to enjoy it. Only one person said they didn't like the noodles cause it was too thin (more like vermecelli?)"
Tim H.,"Big Bear, CA",I own a Ramen shop in Southern California and I am a huge Ramen connoisseur. I travel all over seeking the best bowl of Ramen I can find and honestly I give this Ramen at 9 1/2 out of 10 the only thing that could've been better was the quality of the noodles not saying they were bad in anyway but the broth and the cashu pork Were unbelievable and the noodles were great as well. I just think if they had housemaid noodles the Ramen would've been a 20 out of 10 absolutely mind blowing to see the quality and the service this business had
Alejandro I.,"Palmdale, CA",Amazing service ! Amazing Food. Best ramen by far. Worth the wait. There are a lot of shops and things to do while waiting. Definitely will be coming back. Chicken Paitan DX is limited to 15 servings per day and got lucky we tried both styles of Ramen.
Jenny H.,"San Francisco, CA","I've been to the Oakland location before coming to this location and it was just as good as the first time!,Pirikara Chicken Bites: these were super yummy! Still crispy chicken but also deliciously saucey and sweet!,Spicy Tantan men: this was my first time getting this (I believe it's a seasonal special?). It's around a medium spicy level if you were to get the regular Tonkotsu ramen. I think there was some ground meat in here but there was so little I couldn't really tell. I wish they added more meat! I missed the huge chunk of char siu that comes with the regular ramen. Overall, very yummy though!"
Ashima H.,"Temecula, CA",Very good ramen. The tonkotsu is the one we had. Always a place for comfort food. One of the few places that have chicken ramen too. There's always a wait. So try to get there in time.
Tiffany N.,"San Jose, CA","I got the tonkatsu and my bf got the seasonal tantan men. The tonkatsu was good but does taste pretty similar to other ramen places I've tried. If you want to be bold and try something new, the tantan men is very rich with a deep taste. It can be a bit salty and heavy for some but something worth trying if you want to be spontaneous"
Guillermo P.,"San Francisco, CA","This is just a Vegetarian Ramen review. They only have one vegetarian ramen. I am sorry to say it was just ok....not worth the wait.  Didn't have much flavor, the raw onions, red peppers, and cherry tomatoes didn't work in the dish. For vegetarian ramen go to Hinodeya, they do an outstanding one. FYI- mild spicy here  basically not spicy.,I would suggest replacing the raw veggies with one roasted tomato and  half a soft boiled  egg"
Christy L.,"Westminster, CA","It was convenient that it was upstairs from Jina's Bakes. While waiting in line there we put our name on the waitlist here and by the time we got our pastries, our table was ready. ,Ordered the Chicken Paitan DX, Tonkatsu ramen and Marufuku bites. Food came out extremely fast. ,Both broths were rich and savory, packed with an umami roasted bone broth flavor. I'm normally a pork person but the chicken Paitan was exceptional. Chicken breast meat poached to perfection, tender and melts in your mouth. The DX version came with a grilled chicken leg. Although I'd skip it next time. It's not needed unless you were super hungry and a major carnivore. ,The bao buns were average, a bit strong on ginger which is not to my taste. Also felt we were cattle herded while eating. Felt rushed eating there during prime lunch time."
Jung L.,"San Leandro, CA","I'm usually not a big fan of ramen, but I love the Hakata Tonkatsu here! I loved the broth as it was flavorful yet not too heavy. One thing worth noting is that the spice levels are not that spicy. I ordered the medium spice level, but it wasn't spicy at all.,Nonetheless, definitely worth a try :)"
Regina X.,"San Francisco, CA","Very underwhelming..... maybe we had too high of expectation from all the raving reviews. ,We got the Hakata Tonkatsu (mild and medium but there's table side chili powder which adds a good spice) - the ramen was just very.... Mediocore.... Overall it's solid but nothing special, like any other ramen you can get at decent Japanese restaurants so definitely not worth the wait or the price (for the ultra think 2 slides of chasu). Nothing really stands out, Udon Mugizo next door's tonkatsu udon is 100x better.... (Y'all know Tatsu on Sawtelle in LA? Tatsu is more memorable...),The staff were are super friendly and attentive, service 5 stars!!!,Ramen 3.5 stars.... With the wait time and price over 3 stars...,Before you come here, make sure to join the waitlist on Yelp since the wait around dinner time is ~an hour"
Ming M.,"Southport, Fairfield, CT",I had the Hakata Tonkotsu DX and it was so delicious! The broth was very savory and flavorful and had lots of delicious toppings. The meat was soft and slightly sweet. It was extremely filling and had the perfect amount of noodles. Staff was very attentive and quick. You can use a waitlist- I was seated pretty fast.
Tabitha C.,"San Francisco, CA","With COVID, the wait has not been bad at all recently! Take away the horrific wait time and Marufuku becomes THE best ramen place in town. In my opinion, this really is the best ramen in the city. You'd have to make the six-hour drive down to LA to find better. My mom even likes it, and she normally hates ramen!,This place has REALLY good ramen. The wait time kills the good vibe though. The food and service are wonderful, the location upstairs in Japantown is just tiny and super crowded. We almost didn't go here because we thought they didn't have vegetarian options, but they do! Yummy ones! You just have to ask your waiter. ,For a little back story - We had heard the wait was awful so we tried to get on the waitlist exactly at 5:00 pm when they opened for dinner. For some reason you can only get on the waitlist in person when they first open. We ended up there at about 5:15 pm to get on the waitlist in person, and there was just an iPad at the front to check in on Yelp. It was so frustrating. You couldn't check in on Yelp from the mobile app, you had to go in to the restaurant to check in on Yelp. By the time we did this, we were 20th on the waitlist. It took us about 2 hours to get a table after checking in at 5:15 pm. I've heard it's much worse if you get there later. ,I probably won't ever go back unless this process is improved. It shouldn't have been that stressful to get a bowl of ramen."
Cori D.,"Monterey, CA","So good! Absolutely worth the wait, every. Single. Time.  This is the only place I've had chicken ramen and it's so flavorful. My husband loves the tonkutsu ramen as well. The staff is so beyond polite and the food comes out quickly too."
Spencer W.,"Brea, CA","The ramen itself was delicious but what I was most blown away was their fun options.,Absolutely LOVED the spinach-based noodles and octopus with wasabi.  If only more places had that.  Highly recommend.,I've been to too many ramen places.  I'll edit this and add pictures later"
Georgina E.,"Vallejo, CA","Tasty, worth the wait. Chicken and pork ramen are bomb, with medium spice. Add an extra egg, trust me. Combine it With the Japanese ipa, best Japanese ipa I've ever tasted: smooth yet flavorful and hoppy. ,Also had edamame for starters, classic. ,The noodle still needed maybe a few more minutes to be thoroughly cooked, hence the 4 stars. But if you can wait a few min and not devour it like I did, may become the perfect consistency. ,Enjoy!"
Erin S.,"Portland, OR",So yummy. Simple and delicious ramen. I get it spicy and it is so good!! The egg is always cooked to perfection and the pork belly is so soft and flavorful. Amazing noodles with perfect chew!! Can't wait to bring friends here when they visit the city.
Kati G.,"Mill Valley, CA","I am not a big ramen fan. But, wow the flavor of the broth was really amazing. I did medium heat but could have gone spicy. The chicken and fresh ingredients inside were just delicious! Then I tried the gyozas, they were OK, flavor was a little bland for me. But the ramen!,Oh and the service and staff were exceptional!"
Kevin L.,"Fullerton, CA","I had visited this shop with my friend and we ended up getting the chicken braised meat with ramen.,The ramen was great but the chicken was huge!!!,would def recommend to anyone in SF.,The parking is validation so that was nice to have and the wait was not long at all."
Claire C.,"San Francisco, CA","Marufuku ramen is a popular SF spot, and it doesn't disappoint! I've been here a few times and always had a great experience in both the quality of the food as well as the service. ,The restaurant is located in a busy mall, and you can sign in for the waitlist on the ipad outside of the restaurant which will also let you know the wait time. Its connected to the yelp app and you can check your place in line. The time passes by quickly as the mall has many shops you can wander through while you wait. Although the restaurant is on the small side, the staff is very attentive and does a good job of keeping customers moving through quickly (but you never feel rushed!). ,The ramen itself is savory and well cooked. I've tried the hakata tonkatsu, which has a rich and satisfying broth, which is usually the most important component of the ramen for me.  I recently tried the chicken paitan DX, which is limited to 15 being sold per day. While I didn't have any expectations, I was blown away how flavorful the chicken was. You get a bowl of ramen with a few chicken slices in it and chicken leg on a sizzling plate. The chicken leg was extremely juicy and had a rich, but not overpowering, flavor. It is a decent amount of food as well, which makes it well worth the price."
Ava B.,"Sacramento, CA",One of the best ramen places I've ever tried! So tasty and the egg is cooked perfectly! The noodles are unique to other ramen and is really good. Meat is always cooked perfect as well. I usually finish the whole bowl. Amazing!
Mina N.,"Milpitas, CA","Heard about this place for too long and finally decided to check it out! I went on a Monday around mid afternoon. I put my name down on the waitlist and was notified via text about 30 minutes later. Not bad at all.,The ambience is very nice. Everyone greets you on the way in. I opted for the Tonkotsu ramen in the spiciest level. The broth was good! It tasted like thit kho (vietnamese braised meat) in soup form. Very rich in flavor but can get salty towards the end. The noodles had a great bite. Perfectly done. I wish they were more generous with the toppings though. The spiciest level was also not that spicy so I added more of the chili powder available on the table. ,Overall, a solid 4.5. I would love to come back!"
Katy Z.,"Millbrae, CA","Went for lunch on Monday with my cousins around 12:40pm. We added ourselves to the waitlist for 3 people and estimated seat time was 1:23pm. Unfortunately, there was no way to add to the waitlist before arriving to the restaurant or else I would have joined the waitlist prior to arrival. However, we were seated before the expected time at 1:08pm. We ordered 3 bowls of the Hakata Tonkotsu with mild spice with 2 bowls having corn on the side for $1 extra each. The meat was tender and the flavor was perfect, not salty. The only thing we all wished was that we got a medium spice for the ramen as the mild did not have any kick to it.,I would recommend going on a weekday during the day for sure! If this place is too far of a drive for you, I recommend checking out their other locations since they have opened quite a few more after how popular this place has been :)"
Rebecca W.,"San Francisco, CA","Love this place! Super delicious. My only complaint is that there is only one vegetarian option. The one they have is awesome, but I would love to mix it up sometimes.,I'm obviously not the first to say it, but this place is fantastic! I loved the veggie ramen, which doesn't always happen--veggie ramen tends to be hit or miss for me. I was particularly pleased with the broth which was creamy and went beyond the typical miso broth you get with most veggie ramen orders.,We also got the Marufuku salad which was great. The greens were new to me. We asked the server and it is called Japanese misuna, if I am spelling it correctly. Was very happy with the dressing options as well. We got both the plum sauce and soy sauce dressings on the side. I was partial to the soy sauce based dressing but both were good.,Timeline is important to consider when coming here. There is always a wait to get seated--sometimes of multiple hours. It's worth showing up in person because they get all of the people physically in line on the list before they open up the online yelp waitlist. Once you are seated, though, food comes FAST. A few minutes at most. It's helpful to keep this in mind when ordering--your appetizers are more side dishes because everything comes at once."
Spencer H.,"Costa Mesa, CA","Outstanding ramen! We came here for an early weekend dinner to avoid the crowd. Yelp Waitlist said a 80 minute wait but we were seated in 20 mins.,Menu is short but you're here for one thing only: tonkatsu ramen! The ramen is excellent; the noodles are sized to perfect; pork is so juicy.,I loved it. One of the best ramens I've had in NorCal / SoCal"
Joseline M.,"San Francisco, CA","Marufuku Ramen has become one of my favorite ramen spots in the city. The service is great, the seating isn't too bad thanks to their waitlist system and the ramen is one of the tastiest I've had. We tried the Ika Karaage which didn't have a heavy coat on it and it was properly cooked, not chewy but not too soft. Also tried the Hakata Tonkotsu and Hakata Tonkotsu DX, both very tasty and creamy, spicy levels are on the lighter side so if you like very spicy go up a level than usual. Overall the size for the quality and price are great. ,Note: the place is small so don't come during their lunch or dinner rush because it'll take longer for you to get a table."
Nichole C.,"Sacramento, CA","This place was a recommendation and did not disappoint! I would recommend coming earlier and putting your name on the waitlist first and then walking around though! We went on a Saturday and it predicted about a 2 hour wait but we ended up waiting about 1hr and 15 mins for 2 people. ,We got the Hakata Tonkotsu DX because why not go all out right? The broth was so full of flavor and you can tell it's definitely been crafted for a while! The noodles were chewy and not undercooked or overcooked... perfectly in my opinion! The mean was soft and tender and I always love a good soft boiled egg! ,The takoyaki we got was also fresh and full of flavor! ,Would recommend this to anyone in the area! It's located in the Japan center so you can either try to find street parking or like us we opted for the parking structure. Would go again when I have the chance!"
